v0002_codigo_do_municipio,GeoSES,PRIMEIRA__VAR,SEGUNDA__VAR,TERCEIRA__VAR,educação,mobilidade,pobreza,privacao_material,riqueza,renda,segregacao,educação__VAR,mobilidade__VAR,pobreza__VAR,privacao_material__VAR,riqueza__VAR,renda__VAR,segregacao__VAR
4315057,-0.18826072818442974,P_POBREZA,MED_RENDDOM,P_SO_CARRO,66.21578640096065,0,28.69205265727055,39.63851730069805,0.0,1698.5851048267507,0.1936004556509321,P_SEM_INST,0,P_POBREZA,P_SO_CARRO,P_BANH4OUMAIS,MED_RENDDOM,ICE_renda_preto
4315073,-0.3858029167705179,P_POBREZA,MED_RENDDOM,P_SO_CARRO,71.09766702463482,0,34.74785732184924,21.734673679922803,0.0,1434.1488770331218,0.18158588553561295,P_SEM_INST,0,P_POBREZA,P_SO_CARRO,P_BANH4OUMAIS,MED_RENDDOM,ICE_renda_preto
4315107,-0.24190813060394345,P_POBREZA,MED_RENDDOM,P_SO_CARRO,64.58904713041885,0,30.754899831885552,34.986090648654034,0.40682680123356896,1747.7893663929356,0.15554008023706878,P_SEM_INST,0,P_POBREZA,P_SO_CARRO,P_BANH4OUMAIS,MED_RENDDOM,ICE_renda_preto
4301552,-0.08133533053741104,P_POBREZA,MED_RENDDOM,P_SO_CARRO,72.14973902738205,0,19.52061171733126,47.16726314661346,1.0378922884901236,2320.2585653906995,0.18986941363621312,P_SEM_INST,0,P_POBREZA,P_SO_CARRO,P_BANH4OUMAIS,MED_RENDDOM,ICE_renda_preto
4301602,-0.09446959285215983,P_POBREZA,MED_RENDDOM,P_SO_CARRO,53.99581030050786,0,28.8768385246227,32.95402962048474,1.7206345652562476,2514.0554196564417,0.15195710673226337,P_SEM_INST,0,P_POBREZA,P_SO_CARRO,P_BANH4OUMAIS,MED_RENDDOM,ICE_renda_preto
4308078,-0.1432002543577695,P_POBREZA,MED_RENDDOM,P_SO_CARRO,70.00911971940863,0,16.933546654511552,37.301950460111435,0.43371706599729976,2301.0784817958624,0.1794280265221193,P_SEM_INST,0,P_POBREZA,P_SO_CARRO,P_BANH4OUMAIS,MED_RENDDOM,ICE_renda_preto
4308102,0.0742092866049715,P_POBREZA,MED_RENDDOM,P_SO_CARRO,56.642751225882506,0,4.708197130447946,44.877880277646796,0.5876342567219197,2848.3060188096,0.19514373661336926,P_SEM_INST,0,P_POBREZA,P_SO_CARRO,P_BANH4OUMAIS,MED_RENDDOM,ICE_renda_preto
4315131,-0.07180617397563893,P_POBREZA,MED_RENDDOM,P_SO_CARRO,69.99888419888141,0,19.21318301620828,45.68873344886853,1.0255326850955147,2943.652335262903,0.17239738169580043,P_SEM_INST,0,P_POBREZA,P_SO_CARRO,P_BANH4OUMAIS,MED_RENDDOM,ICE_renda_preto
4315149,0.04414926381530493,P_POBREZA,MED_RENDDOM,P_SO_CARRO,59.174242693802256,0,8.8938412558954,49.59981531308114,0.3213295343609843,2523.7626782083607,0.1990680177505446,P_SEM_INST,0,P_POBREZA,P_SO_CARRO,P_BANH4OUMAIS,MED_RENDDOM,ICE_renda_preto
4321832,-0.3636346040707865,P_POBREZA,MED_RENDDOM,P_SO_CARRO,73.02347553681847,0,32.40584292884128,28.244468030992948,0.0,1486.695863255395,0.15191626215652754,P_SEM_INST,0,P_POBREZA,P_SO_CARRO,P_BANH4OUMAIS,MED_RENDDOM,ICE_renda_preto
4321857,-0.19310978691576475,P_POBREZA,MED_RENDDOM,P_SO_CARRO,69.4467272969765,0,31.872886492159253,37.159847521193406,0.27591022469458437,2718.266747515841,0.15667333378465642,P_SEM_INST,0,P_POBREZA,P_SO_CARRO,P_BANH4OUMAIS,MED_RENDDOM,ICE_renda_preto
4308201,0.1637520048423735,P_POBREZA,MED_RENDDOM,P_SO_CARRO,57.040918506897015,0,7.711021350628588,61.81930770603289,0.8996802861427184,3412.8296380147694,0.18278908934015448,P_SEM_INST,0,P_POBREZA,P_SO_CARRO,P_BANH4OUMAIS,MED_RENDDOM,ICE_renda_preto
4315156,-0.1719988440921908,P_POBREZA,MED_RENDDOM,P_SO_CARRO,75.77692388227881,0,20.357621142132125,38.551038538627466,0.6829541428651797,2133.3500541685567,0.1946652514067999,P_SEM_INST,0,P_POBREZA,P_SO_CARRO,P_BANH4OUMAIS,MED_RENDDOM,ICE_renda_preto
4315172,0.025516960509868847,P_POBREZA,MED_RENDDOM,P_SO_CARRO,68.67197403276667,0,14.078303745052231,58.00844596321291,0.0,3085.92107784971,0.1701572202588686,P_SEM_INST,0,P_POBREZA,P_SO_CARRO,P_BANH4OUMAIS,MED_RENDDOM,ICE_renda_preto
4308250,-0.2269014058169121,P_POBREZA,MED_RENDDOM,P_SO_CARRO,80.77229953702535,0,25.885030546823245,37.647811664471504,0.0,2043.1320688476408,0.19895763141992084,P_SEM_INST,0,P_POBREZA,P_SO_CARRO,P_BANH4OUMAIS,MED_RENDDOM,ICE_renda_preto
4308300,-0.34735351794870306,P_POBREZA,MED_RENDDOM,P_SO_CARRO,71.44411199301479,0,41.14369268685097,33.24256453716632,0.0,1601.8255337810733,0.1596984307671061,P_SEM_INST,0,P_POBREZA,P_SO_CARRO,P_BANH4OUMAIS,MED_RENDDOM,ICE_renda_preto
4315206,-0.0410499636432089,P_POBREZA,MED_RENDDOM,P_SO_CARRO,69.92721858948025,0,15.232342704257288,41.20420214290888,0.4098224501269101,3095.569092156855,0.194996213383682,P_SEM_INST,0,P_POBREZA,P_SO_CARRO,P_BANH4OUMAIS,MED_RENDDOM,ICE_renda_preto
4315305,-0.24278202509515567,P_POBREZA,MED_RENDDOM,P_SO_CARRO,61.605139227692064,0,41.321427521871705,24.94222689562745,1.305391524868595,1601.1930501322531,0.17695425893472638,P_SEM_INST,0,P_POBREZA,P_SO_CARRO,P_BANH4OUMAIS,MED_RENDDOM,ICE_renda_preto
